check_type,subset_name,factor_name,row_count,bucket_count,low_bucket_n,high_bucket_n,low_factor_mean,high_factor_mean,low_return_mean,high_return_mean,high_minus_low_return_mean,low_return_median,high_return_median,low_win_rate,high_win_rate
single_token,AAVE,cex_volume_confirmed_mom_7d,103,5,21,21,-0.20351012693297288,0.09792087823570071,0.027707309151329833,0.006841848395387643,-0.02086546075594219,0.06125322412383327,0.013106178899474186,0.6190476190476191,0.5238095238095238
single_token,ARB,cex_volume_confirmed_mom_7d,103,5,21,21,-0.10581726835101915,0.23416541045170303,0.09367880275955812,0.04754413213255451,-0.046134670627003604,0.08555622084100567,0.06544321517596186,1.0,0.7142857142857143
single_token,LINK,cex_volume_confirmed_mom_7d,103,5,21,21,-0.08184421171828006,0.11124056638984145,0.02735129179879054,0.08673963845858239,0.05938834665979185,0.023519383899843538,0.07724999329506987,0.6666666666666666,0.8095238095238095
single_token,OP,cex_volume_confirmed_mom_7d,103,5,21,21,-0.08687339405207435,0.1369020587490446,0.018681769232007837,0.025907653252225358,0.0072258840202175205,0.04006166234419117,0.057752435617279385,0.6666666666666666,0.5238095238095238
single_token,UNI,cex_volume_confirmed_mom_7d,103,5,21,21,-0.13687341035412542,0.13353822877656954,-0.0013148264638149618,0.03505086858077837,0.03636569504459333,0.01170261535886885,0.043489692807910485,0.5714285714285714,0.6190476190476191
overall,all_tokens,dex_volume_confirmed_mom_7d,515,5,103,103,-0.13456717705743765,0.14624178924463035,0.029860313172914807,0.033979398636468504,0.004119085463553697,0.056139093356196046,0.04860996759502756,0.6796116504854369,0.6213592233009708
leave_one_token_out,exclude_aave,dex_volume_confirmed_mom_7d,412,5,83,83,-0.10852225803843282,0.1574725044513481,0.034602230621487574,0.026553121503496688,-0.008049109117990887,0.056139093356196046,0.043771010750283335,0.7349397590361446,0.5783132530120482
leave_one_token_out,exclude_arb,dex_volume_confirmed_mom_7d,412,5,83,83,-0.14558650014230906,0.12424883280389003,0.022315758970622795,0.034261680953818555,0.01194592198319576,0.04520583601648975,0.04817517688314776,0.6506024096385542,0.6024096385542169
leave_one_token_out,exclude_link,dex_volume_confirmed_mom_7d,412,5,83,83,-0.14521657380711112,0.1442403932725848,0.032224948058842885,0.027087748598164565,-0.00513719946067832,0.06125322412383327,0.03608521895941341,0.6987951807228916,0.6024096385542169
leave_one_token_out,exclude_op,dex_volume_confirmed_mom_7d,412,5,83,83,-0.143388067529145,0.14540870984470614,0.0248105640436482,0.04221228880117923,0.017401724757531028,0.04520583601648975,0.051978863047527524,0.6385542168674698,0.6867469879518072
leave_one_token_out,exclude_uni,dex_volume_confirmed_mom_7d,412,5,83,83,-0.12412687423487322,0.1542068874254635,0.030577109311033437,0.03266648269527004,0.002089373384236603,0.06092452501858858,0.05253168291986321,0.6746987951807228,0.6144578313253012
named_exclusion,exclude_pepe_arb,dex_volume_confirmed_mom_7d,412,5,83,83,-0.14558650014230906,0.12424883280389003,0.022315758970622795,0.034261680953818555,0.01194592198319576,0.04520583601648975,0.04817517688314776,0.6506024096385542,0.6024096385542169
named_exclusion,exclude_meme_layer2,dex_volume_confirmed_mom_7d,309,5,62,62,-0.1608990084035119,0.11585505506378398,0.0135742342486665,0.04835696370735264,0.034782729458686136,0.03336833806412631,0.05124849227091077,0.5967741935483871,0.6774193548387096
token_group,defi,dex_volume_confirmed_mom_7d,206,5,42,41,-0.1870190940659627,0.09732148818957984,0.018010735654445137,0.04271330008444019,0.02470256442999505,0.04785041185222183,0.043771010750283335,0.6428571428571429,0.6829268292682927
token_group,infra,dex_volume_confirmed_mom_7d,103,5,21,21,-0.0841769649022581,0.15052168581415173,0.01605004448177423,0.05975632366482831,0.04370627918305408,0.0218751095191283,0.06268456219525032,0.6190476190476191,0.7142857142857143
token_group,layer2,dex_volume_confirmed_mom_7d,206,5,42,41,-0.0852041265946042,0.18215873302850358,0.059668624079951736,0.020233646883724525,-0.03943497719622721,0.07385038916636921,0.026873591120107454,0.8809523809523809,0.5365853658536586
single_token,AAVE,dex_volume_confirmed_mom_7d,103,5,21,21,-0.18051796507810824,0.08412341581808164,0.027000112791064016,0.05885944769070537,0.03185933489964135,0.04520583601648975,0.07351252846525291,0.6666666666666666,0.7619047619047619
single_token,ARB,dex_volume_confirmed_mom_7d,103,5,21,21,-0.07135380036456088,0.2105147726200542,0.06309581949556001,0.03764976644591345,-0.025446053049646554,0.07417184786569586,0.07427082184766864,0.8571428571428571,0.6666666666666666
single_token,LINK,dex_volume_confirmed_mom_7d,103,5,21,21,-0.0841769649022581,0.15052168581415173,0.01605004448177423,0.05975632366482831,0.04370627918305408,0.0218751095191283,0.06268456219525032,0.6190476190476191,0.7142857142857143
single_token,OP,dex_volume_confirmed_mom_7d,103,5,21,21,-0.09464687265422612,0.14569681663707099,0.04226076941700569,0.0026121102324029788,-0.03964865918460271,0.06646747492245053,-0.010923216068469688,0.8095238095238095,0.38095238095238093
single_token,UNI,dex_volume_confirmed_mom_7d,103,5,21,21,-0.17256929979768573,0.10724670098851039,0.02129255497762545,0.03255778332927894,0.011265228351653486,0.030667602154124785,0.03090230841540853,0.6666666666666666,0.6190476190476191
overall,all_tokens,joint_volume_confirmed_mom_7d,515,5,103,103,-0.1175915658355982,0.1255312650867307,0.032944256884640234,0.039790657766950205,0.006846400882309971,0.06125322412383327,0.05253168291986321,0.6893203883495146,0.6504854368932039
leave_one_token_out,exclude_aave,joint_volume_confirmed_mom_7d,412,5,83,83,-0.09143090382254211,0.13630182102447094,0.02937398689802771,0.03782581716794643,0.008451830269918723,0.05282404037427213,0.057752435617279385,0.6987951807228916,0.6265060240963856
leave_one_token_out,exclude_arb,joint_volume_confirmed_mom_7d,412,5,83,83,-0.12504220640455138,0.10180419828976434,0.021563493173657983,0.0360036795381276,0.014440186364469618,0.04520583601648975,0.05045368426309871,0.6265060240963856,0.6144578313253012
leave_one_token_out,exclude_link,joint_volume_confirmed_mom_7d,412,5,83,83,-0.12774925147054836,0.12609908299499997,0.030235982488192894,0.031088367779766982,0.0008523852915740884,0.06125322412383327,0.04827759593156089,0.6867469879518072,0.6144578313253012
leave_one_token_out,exclude_op,joint_volume_confirmed_mom_7d,412,5,83,83,-0.12508910468212764,0.12626557198660893,0.026083837187246828,0.0463484650813045,0.020264627894057675,0.05049498768795391,0.05357930738663996,0.6385542168674698,0.6867469879518072
leave_one_token_out,exclude_uni,joint_volume_confirmed_mom_7d,412,5,83,83,-0.11375983921041653,0.1331813644393924,0.03939745612427317,0.03994305395013301,0.0005455978258598407,0.06969233459360757,0.05357930738663996,0.7108433734939759,0.6506024096385542
named_exclusion,exclude_pepe_arb,joint_volume_confirmed_mom_7d,412,5,83,83,-0.12504220640455138,0.10180419828976434,0.021563493173657983,0.0360036795381276,0.014440186364469618,0.04520583601648975,0.05045368426309871,0.6265060240963856,0.6144578313253012
named_exclusion,exclude_meme_layer2,joint_volume_confirmed_mom_7d,309,5,62,62,-0.13802057644930485,0.09287617862643524,0.014408310087650063,0.04347166739031069,0.02906335730266063,0.038671572696272416,0.04928763460849295,0.5645161290322581,0.6774193548387096
token_group,defi,joint_volume_confirmed_mom_7d,206,5,42,41,-0.16331897150301874,0.07948664357412198,0.02166395701464684,0.030585990335800957,0.008922033321154117,0.04785041185222183,0.034665515455314155,0.6190476190476191,0.6341463414634146
token_group,infra,joint_volume_confirmed_mom_7d,103,5,21,21,-0.06967358919347766,0.11884770517142804,0.014705442845893183,0.07251848168778559,0.05781303884189241,0.0218751095191283,0.06461728552825119,0.5714285714285714,0.7619047619047619
token_group,layer2,joint_volume_confirmed_mom_7d,206,5,42,41,-0.0797401983901955,0.16326995108389708,0.059778884952887586,0.03008523654992786,-0.029693648402959724,0.07385038916636921,0.058154043179482695,0.8809523809523809,0.5853658536585366
single_token,AAVE,joint_volume_confirmed_mom_7d,103,5,21,21,-0.17381615558400043,0.06773573191245,0.032141362505546965,0.027554842307589148,-0.004586520197957817,0.06581066410113268,0.03160509332861272,0.6666666666666666,0.6190476190476191
single_token,ARB,joint_volume_confirmed_mom_7d,103,5,21,21,-0.07874297435407474,0.19698307329192324,0.08090126081751763,0.023844979777033266,-0.05705628104048436,0.08050640625286332,0.051978863047527524,0.9523809523809523,0.6190476190476191
single_token,LINK,joint_volume_confirmed_mom_7d,103,5,21,21,-0.06967358919347766,0.11884770517142804,0.014705442845893183,0.07251848168778559,0.05781303884189241,0.0218751095191283,0.06461728552825119,0.5714285714285714,0.7619047619047619
single_token,OP,joint_volume_confirmed_mom_7d,103,5,21,21,-0.08073742242631625,0.11902110857819162,0.03865650908825754,0.018564024674860423,-0.020092484413397116,0.06646747492245053,-0.0006424635989145111,0.8095238095238095,0.47619047619047616
single_token,UNI,joint_volume_confirmed_mom_7d,103,5,21,21,-0.12963886345427425,0.0887346481012012,-0.0017440672085030217,0.027008241724762957,0.02875230893326598,0.01451043980223976,0.0411296744080869,0.5238095238095238,0.6190476190476191
overall,all_tokens,dex_share_x_dex_vol_z,515,5,103,103,-0.01760525373852914,0.05740723616485533,0.013541273950120784,0.03139315118038124,0.017851877230260455,0.04006166234419117,0.04827759593156089,0.5922330097087378,0.6019417475728155
leave_one_token_out,exclude_aave,dex_share_x_dex_vol_z,412,5,83,83,-0.01714017438711883,0.06009418341385516,0.0013811700149960846,0.04275226311779003,0.04137109310279395,0.01451043980223976,0.058154043179482695,0.5301204819277109,0.6506024096385542
leave_one_token_out,exclude_arb,dex_share_x_dex_vol_z,412,5,83,83,-0.017471703674030104,0.05501825925027299,0.01930328524418348,0.015584913875865204,-0.003718371368318275,0.03606907397412784,0.011153113643522783,0.6144578313253012,0.5180722891566265
leave_one_token_out,exclude_link,dex_share_x_dex_vol_z,412,5,83,83,-0.018048751419543558,0.05421202355813237,0.007970474877595907,0.031550819959517,0.023580345081921094,0.04006166234419117,0.05486406887521866,0.5903614457831325,0.6265060240963856
leave_one_token_out,exclude_op,dex_share_x_dex_vol_z,412,5,83,83,-0.017159863220073124,0.05587670458062982,0.0126816801530705,0.027311625090385108,0.014629944937314609,0.03606907397412784,0.03359668872558563,0.5783132530120482,0.5783132530120482
leave_one_token_out,exclude_uni,dex_share_x_dex_vol_z,412,5,83,83,-0.01796608669901308,0.06041141516608683,0.0068704217761471,0.03521758806790249,0.02834716629175539,0.03434503339917461,0.05486406887521866,0.5421686746987951,0.6144578313253012
named_exclusion,exclude_pepe_arb,dex_share_x_dex_vol_z,412,5,83,83,-0.017471703674030104,0.05501825925027299,0.01930328524418348,0.015584913875865204,-0.003718371368318275,0.03606907397412784,0.011153113643522783,0.6144578313253012,0.5180722891566265
named_exclusion,exclude_meme_layer2,dex_share_x_dex_vol_z,309,5,62,62,-0.0168670026812003,0.052808990290090486,0.028740005871867338,0.008212972095285246,-0.02052703377658209,0.04293681477625333,-0.011401449484862658,0.6451612903225806,0.46774193548387094
token_group,defi,dex_share_x_dex_vol_z,206,5,42,41,-0.017535585802429626,0.044918260226842525,0.03599899185699292,-0.003922352049489737,-0.03992134390648266,0.056177327052834514,-0.012657107228572051,0.7380952380952381,0.43902439024390244
token_group,infra,dex_share_x_dex_vol_z,103,5,21,21,-0.015260002676837572,0.06810652324007367,0.0003964931582130383,0.03514948680545048,0.03475299364723744,-0.0142037467801861,0.011153113643522783,0.42857142857142855,0.5238095238095238
token_group,layer2,dex_share_x_dex_vol_z,206,5,42,41,-0.018250056280212455,0.06435980069726355,-0.015346532884578191,0.06647551196297903,0.08182204484755723,-0.014323603257649031,0.07529038792506548,0.4523809523809524,0.8048780487804879
single_token,AAVE,dex_share_x_dex_vol_z,103,5,21,21,-0.019086937958727047,0.04492643212079976,0.05506472696580031,-0.01973232963206939,-0.0747970565978697,0.07091128883621867,-0.04001436824146354,0.8571428571428571,0.38095238095238093
single_token,ARB,dex_share_x_dex_vol_z,103,5,21,21,-0.01766231019724379,0.06491145662982895,-0.02469068425966959,0.07861709112253834,0.10330777538220792,-0.039129134898941986,0.0841655102793748,0.42857142857142855,0.8571428571428571
single_token,LINK,dex_share_x_dex_vol_z,103,5,21,21,-0.015260002676837572,0.06810652324007367,0.0003964931582130383,0.03514948680545048,0.03475299364723744,-0.0142037467801861,0.011153113643522783,0.42857142857142855,0.5238095238095238
single_token,OP,dex_share_x_dex_vol_z,103,5,21,21,-0.018801286242179298,0.061431043337776325,0.0020435826222958485,0.04158608763585737,0.03954250501356152,0.01554341786193536,0.06755578170280652,0.5238095238095238,0.6666666666666666
single_token,UNI,dex_share_x_dex_vol_z,103,5,21,21,-0.015706198664221023,0.04361237959584852,0.02297514278928142,0.008441096425698432,-0.014534046363582987,0.05049498768795391,-0.011318840926298424,0.6666666666666666,0.47619047619047616
overall,all_tokens,volume_growth_divergence_7d,495,5,99,99,-0.4655235456945942,0.48517046292587485,0.024272877434613933,0.03389413675664471,0.009621259322030777,0.04315599806395776,0.04827759593156089,0.6161616161616161,0.6363636363636364
leave_one_token_out,exclude_aave,volume_growth_divergence_7d,396,5,80,79,-0.4852714082004369,0.4918864114599325,0.029269113302894556,0.034385436852989115,0.005116323550094559,0.04811449545356172,0.03608521895941341,0.65,0.620253164556962
leave_one_token_out,exclude_arb,volume_growth_divergence_7d,396,5,80,79,-0.4603087157284104,0.47640754600714236,0.026820846569333777,0.02242095707244814,-0.004399889496885637,0.04542418093667233,0.016461984243948402,0.625,0.569620253164557
leave_one_token_out,exclude_link,volume_growth_divergence_7d,396,5,80,79,-0.4556319172944656,0.472202303653261,0.01600429748023219,0.027127942231554583,0.011123644751322392,0.03397086106238012,0.049965301621958336,0.575,0.6075949367088608
leave_one_token_out,exclude_op,volume_growth_divergence_7d,396,5,80,79,-0.4407720949718671,0.5060442150808803,0.02917722671620787,0.038839217864214105,0.009661991148006234,0.040527846824491065,0.049965301621958336,0.625,0.6455696202531646
leave_one_token_out,exclude_uni,volume_growth_divergence_7d,396,5,80,79,-0.4746437765490733,0.48068949239014447,0.02122421297668937,0.04385219916582901,0.02262798618913964,0.03639884440854846,0.06230736599447306,0.5875,0.7215189873417721
named_exclusion,exclude_pepe_arb,volume_growth_divergence_7d,396,5,80,79,-0.4603087157284104,0.47640754600714236,0.026820846569333777,0.02242095707244814,-0.004399889496885637,0.04542418093667233,0.016461984243948402,0.625,0.569620253164557
named_exclusion,exclude_meme_layer2,volume_growth_divergence_7d,297,5,60,60,-0.4286998346249283,0.4976156401242299,0.02948556514024629,0.025754791753538748,-0.0037307733867075407,0.04214283623602233,0.02112038533429672,0.6166666666666667,0.5666666666666667
token_group,defi,volume_growth_divergence_7d,198,5,40,40,-0.39638838923099545,0.47725815810458005,0.02469445152526946,0.005417723202378108,-0.019276728322891352,0.03820138617114677,-0.011987974077435237,0.6,0.45
token_group,infra,volume_growth_divergence_7d,99,5,20,20,-0.493322725412794,0.534647395806495,0.03906779237019995,0.04249683423627488,0.0034290418660749278,0.049299673509148434,0.02112038533429672,0.65,0.7
token_group,layer2,volume_growth_divergence_7d,198,5,40,40,-0.5127020331524592,0.46113307044291496,0.00720580789972036,0.04705013687623687,0.039844328976516505,0.0047959847350237395,0.06387529058521746,0.525,0.75
single_token,AAVE,volume_growth_divergence_7d,99,5,20,20,-0.3712607850855089,0.4447440726583448,-0.00261021269306948,0.011245944464798884,0.013856157157868365,-0.035120206309168955,0.07046369605181857,0.4,0.6
single_token,ARB,volume_growth_divergence_7d,99,5,20,20,-0.4760426997790824,0.5197839847548684,0.021306532291180756,0.07921319650922114,0.05790666421804038,0.008071990397543138,0.08547769347128009,0.6,0.9
single_token,LINK,volume_growth_divergence_7d,99,5,20,20,-0.493322725412794,0.534647395806495,0.03906779237019995,0.04249683423627488,0.0034290418660749278,0.049299673509148434,0.02112038533429672,0.65,0.7
single_token,OP,volume_growth_divergence_7d,99,5,20,20,-0.5487157214570909,0.4024821561309615,-0.003853832606926816,0.014887077243252583,0.0187409098501794,-0.016551558160928348,0.022007731251580398,0.45,0.6
single_token,UNI,volume_growth_divergence_7d,99,5,20,20,-0.4182719313606572,0.4993176432895295,0.03281697252602646,-0.010147155699099792,-0.04296412822512625,0.047784021458636916,-0.02044428796420944,0.7,0.3
overall,all_tokens,mom_14d,490,5,98,98,-0.15474056217149604,0.22007453504228847,-0.0699542049799989,0.07808095876433144,0.14803516374433034,-0.06904452551872403,0.0734069655244185,0.0,0.9387755102040817
leave_one_token_out,exclude_aave,mom_14d,392,5,79,79,-0.13748875172038802,0.2166548224084275,-0.06696996058968449,0.07479226984137484,0.14176223043105934,-0.06348572423745968,0.0689322683322251,0.0,0.9240506329113924
leave_one_token_out,exclude_arb,mom_14d,392,5,79,79,-0.15968436176260498,0.21590297663712998,-0.06499975957144526,0.07801134431053572,0.14301110388198096,-0.06800896658761235,0.07254310920116835,0.0,0.9493670886075949
leave_one_token_out,exclude_link,mom_14d,392,5,79,79,-0.16139746205069458,0.21593909705300865,-0.07353644283339,0.07312235511854111,0.1466587979519311,-0.07006508003219192,0.07091128883621867,0.0,0.9113924050632911
leave_one_token_out,exclude_op,mom_14d,392,5,79,79,-0.14629967881999892,0.22842657051258977,-0.07297533846998423,0.0764540757347419,0.14942941420472614,-0.06985808008402339,0.07091128883621867,0.0,0.9367088607594937
leave_one_token_out,exclude_uni,mom_14d,392,5,79,79,-0.1637481999383112,0.21887966863897587,-0.07526121516552714,0.08412951288107227,0.15939072804659943,-0.06985808008402339,0.08203972602853837,0.0,0.9493670886075949
named_exclusion,exclude_pepe_arb,mom_14d,392,5,79,79,-0.15968436176260498,0.21590297663712998,-0.06499975957144526,0.07801134431053572,0.14301110388198096,-0.06800896658761235,0.07254310920116835,0.0,0.9493670886075949
named_exclusion,exclude_meme_layer2,mom_14d,294,5,59,59,-0.15400755773947852,0.22921038925185483,-0.06539181001243591,0.07438022995880572,0.13977203997124163,-0.06823863362800242,0.0689322683322251,0.0,0.9491525423728814
token_group,defi,mom_14d,196,5,40,39,-0.1668067578956873,0.22745685414235234,-0.07029959216329093,0.06869698742609089,0.13899657958938183,-0.06961612195749112,0.0689322683322251,0.0,0.9230769230769231
token_group,infra,mom_14d,98,5,20,20,-0.11959649297824564,0.2323148777568187,-0.055946767750822635,0.08039850250112253,0.13634527025194515,-0.06285865674013646,0.07093363941166053,0.0,1.0
token_group,layer2,mom_14d,196,5,40,39,-0.15394839974994337,0.20391822897351722,-0.07892523661337052,0.07654354223088973,0.15546877884426025,-0.07184765350020078,0.08157992181751528,0.0,0.8974358974358975
single_token,AAVE,mom_14d,98,5,20,20,-0.21443577754283485,0.2302129675889398,-0.07543051928984679,0.08482225017334538,0.16025276946319217,-0.07620507728505871,0.08103976357919063,0.0,0.95
single_token,ARB,mom_14d,98,5,20,20,-0.11333963409360182,0.22494055324519802,-0.08573779659873834,0.08715948339511517,0.17289727999385351,-0.07493840091139292,0.08922214165794529,0.05,1.0
single_token,LINK,mom_14d,98,5,20,20,-0.11959649297824564,0.2323148777568187,-0.055946767750822635,0.08039850250112253,0.13634527025194515,-0.06285865674013646,0.07093363941166053,0.0,1.0
single_token,OP,mom_14d,98,5,20,20,-0.16367300122261116,0.16173151022560384,-0.05559761657452987,0.06298009472342962,0.11857771129795949,-0.05575108713258192,0.0731597439986238,0.0,1.0
single_token,UNI,mom_14d,98,5,20,20,-0.1153418079522776,0.22253807921775248,-0.05290070653879318,0.05071712997396248,0.10361783651275566,-0.04915222132137814,0.056177327052834514,0.0,0.9
overall,all_tokens,mom_30d,410,5,82,82,-0.22826440874564244,0.41485745023909915,-0.0716816074018476,0.05747655329972737,0.129158160701575,-0.07182203399039122,0.0625273429765465,0.0,0.8780487804878049
leave_one_token_out,exclude_aave,mom_30d,328,5,66,66,-0.21006187223342493,0.40930566305517874,-0.07147649301660809,0.05207895015206638,0.12355544316867448,-0.07182203399039122,0.05240145171089983,0.0,0.8484848484848485
leave_one_token_out,exclude_arb,mom_30d,328,5,66,66,-0.2440773847707519,0.4062228334157082,-0.0677220955098944,0.05434209399592512,0.12206418950581951,-0.06972652814258828,0.06264696928822333,0.0,0.8636363636363636
leave_one_token_out,exclude_link,mom_30d,328,5,66,66,-0.2383997915221268,0.4018165779424836,-0.07609915740100806,0.05630090427053502,0.13240006167154308,-0.07347645689401877,0.060508677329768945,0.0,0.8636363636363636
leave_one_token_out,exclude_op,mom_30d,328,5,66,66,-0.20352334170165498,0.4296222256017562,-0.07177200422774284,0.057823286580778836,0.12959529080852167,-0.07169983636943111,0.060508677329768945,0.0,0.8636363636363636
leave_one_token_out,exclude_uni,mom_30d,328,5,66,66,-0.23764464807425414,0.4223565298338271,-0.06942281977882997,0.06314474173467358,0.13256756151350355,-0.0695215558314245,0.06545794995200227,0.0,0.8939393939393939
named_exclusion,exclude_pepe_arb,mom_30d,328,5,66,66,-0.2440773847707519,0.4062228334157082,-0.0677220955098944,0.05434209399592512,0.12206418950581951,-0.06972652814258828,0.06264696928822333,0.0,0.8636363636363636
named_exclusion,exclude_meme_layer2,mom_30d,246,5,50,49,-0.22077858792435834,0.42534343496522564,-0.06753359263077718,0.05652864412976798,0.12406223676054516,-0.07169983636943111,0.06268456219525032,0.0,0.8775510204081632
token_group,defi,mom_30d,164,5,33,33,-0.24112907616831344,0.40865714838632744,-0.0714593583489241,0.05682555731229798,0.12828491566122208,-0.07418298219668595,0.06629861437575335,0.0,0.8787878787878788
token_group,infra,mom_30d,82,5,17,17,-0.1796116664268248,0.4438417466898904,-0.05584050156449664,0.06048885994452104,0.11632936150901768,-0.06262697948029505,0.06260937638119635,0.0,1.0
token_group,layer2,mom_30d,164,5,33,33,-0.2353995903162393,0.3936701528147033,-0.07750049320625615,0.059340785770649995,0.13684127897690615,-0.07159095417580297,0.062445309571896646,0.0,0.8787878787878788
single_token,AAVE,mom_30d,82,5,17,17,-0.28998194721288945,0.4305075311111766,-0.06820627987010507,0.07892941689156363,0.1471356967616687,-0.06985808008402339,0.07600749960358799,0.0,0.9411764705882353
single_token,ARB,mom_30d,82,5,17,17,-0.10606203897555233,0.4419552103776385,-0.09699201432467348,0.061554903057221895,0.15854691738189539,-0.09995936221458923,0.051978863047527524,0.0,0.8235294117647058
single_token,LINK,mom_30d,82,5,17,17,-0.1796116664268248,0.4438417466898904,-0.05584050156449664,0.06048885994452104,0.11632936150901768,-0.06262697948029505,0.06260937638119635,0.0,1.0
single_token,OP,mom_30d,82,5,17,17,-0.29727945473138534,0.3278287938232207,-0.0703073051890986,0.05999256969922267,0.13029987488832126,-0.06750107714587283,0.06969233459360757,0.0,1.0
single_token,UNI,mom_30d,82,5,17,17,-0.17896218768366695,0.3811874304559777,-0.06867328628943627,0.039566554853496284,0.10823984114293256,-0.07418298219668595,0.043489692807910485,0.0,0.8235294117647058
overall,all_tokens,total_vol_z,515,5,103,103,-1.6377085528856858,1.6462818493127906,0.022856323532426503,0.029257027404286616,0.0064007038718601125,0.04127407141841699,0.034665515455314155,0.6213592233009708,0.6019417475728155
leave_one_token_out,exclude_aave,total_vol_z,412,5,83,83,-1.5649716697453477,1.6847075009307135,0.015042409942901675,0.03766438239877983,0.02262197245587816,0.02666839616751493,0.05832595364589843,0.5783132530120482,0.6506024096385542
leave_one_token_out,exclude_arb,total_vol_z,412,5,83,83,-1.6521940732320768,1.5918503938935369,0.025716046723831303,0.025950445043929092,0.0002343983200977888,0.04006166234419117,0.049965301621958336,0.6265060240963856,0.5903614457831325
leave_one_token_out,exclude_link,total_vol_z,412,5,83,83,-1.6992149631302091,1.6573484516151178,0.020654742203921144,0.030390608369632813,0.00973586616571167,0.05049498768795391,0.049965301621958336,0.6144578313253012,0.6265060240963856
leave_one_token_out,exclude_op,total_vol_z,412,5,83,83,-1.6442426543098219,1.5969239043601835,0.02819908161803633,0.024556029282688817,-0.0036430523353475144,0.04827759593156089,0.018733499796552033,0.6385542168674698,0.5542168674698795
leave_one_token_out,exclude_uni,total_vol_z,412,5,83,83,-1.6077562941333465,1.6765919406658067,0.025843347234022346,0.030410230335634482,0.004566883101612136,0.04827759593156089,0.051978863047527524,0.6506024096385542,0.6024096385542169
named_exclusion,exclude_pepe_arb,total_vol_z,412,5,83,83,-1.6521940732320768,1.5918503938935369,0.025716046723831303,0.025950445043929092,0.0002343983200977888,0.04006166234419117,0.049965301621958336,0.6265060240963856,0.5903614457831325
named_exclusion,exclude_meme_layer2,total_vol_z,309,5,62,62,-1.673953186007332,1.5180531157819266,0.03271188744965455,0.01764485824946527,-0.015067029200189281,0.04293681477625333,0.007110637058207692,0.6451612903225806,0.5161290322580645
token_group,defi,total_vol_z,206,5,42,41,-1.8078658652509059,1.491331664137718,0.033607893078372184,0.011034531331612725,-0.02257336174675946,0.058487056350020716,0.0011150952169411976,0.6428571428571429,0.5121951219512195
token_group,infra,total_vol_z,103,5,21,21,-1.364502978779152,1.5639329858916313,0.02887473392650694,0.036494359345183906,0.007619625418676966,0.023519383899843538,0.016461984243948402,0.6190476190476191,0.5238095238095238
