date,token_symbol,price_usd,cex_volume_usd,dex_volume_usd,dex_pool_count,dex_list,token_group,total_volume_usd,dex_share,return_1d,future_return_1d,future_return_3d,future_return_7d,future_return_14d,mom_7d,mom_14d,mom_30d,mom_7d_skip_1d,reversal_1d,realized_vol_14d,momentum_vol_adj_7d,log_cex_volume,log_dex_volume,log_total_volume,log_cex_dex_ratio,cex_vol_z,dex_vol_z,total_vol_z,cex_dex_ratio_z,dex_share_z,cex_vol_growth_7d,dex_vol_growth_7d,total_vol_growth_7d,dex_share_change_7d,volume_divergence,volume_growth_divergence_7d,joint_vol_z_mean,cex_dex_z_product,dex_share_x_dex_vol_z,cex_volume_confirmed_mom_7d,dex_volume_confirmed_mom_7d,joint_volume_confirmed_mom_7d,dex_share_confirmed_mom_7d,cex_dex_confirmation,volume_state
2026-01-15,AAVE,21.60477399,37785136.2768,546910.4273,1,mock_uniswap_v3,defi,38332046.7041,0.014267707423029474,0.0430477674430938,0.02216538299459425,0.03440433074393856,0.15290401285979827,0.20432302240436417,0.15916297890328654,0.17973862953588388,,0.11866064928955765,-0.0430477674430938,0.020310453706885175,7.836505338594717,17.44742638953344,13.212042143795674,17.461796858943085,4.235384245737767,0.06849537208277734,0.3304193355318236,0.07256682459934402,-0.2371048931927315,0.08114853095279059,0.011327652831868552,-0.2447232612023609,0.007886996145995704,0.005846369086388173,0.2619239634490463,-0.25605091403422947,0.19945735380730048,0.02263219533059631,0.004714326406279866,0.010901927461783851,0.0525905257304896,0.031746226596136726,0.012915841920071704,0,both_low_or_normal
2026-01-16,AAVE,22.08365208,25606207.6667,475735.4888,1,mock_uniswap_v3,defi,26081943.155500002,0.018240032422572005,0.02216538299459425,-0.0005771844237458801,0.05832065572009326,0.15647910669311726,0.19819223714196466,0.1448829459235842,0.2061404110787369,,0.15916297890328654,-0.02216538299459425,0.019777614198717448,7.325602798591332,17.058345406088073,13.072619384965309,17.07675383808405,3.9857260211227645,-2.0534710263685843,-0.1283976644377747,-2.0656880519256133,-0.8507231455190077,0.8429894401772068,-0.0161366258901921,-0.1504532487287248,-0.017925247774105528,0.0063956134756682805,1.9250733619308096,-0.13431662283853268,-1.0909343454031795,0.26366088377636626,-0.002341977562327531,-0.29751293166900655,-0.01860263187345262,-0.15805778177122956,0.12213479347534677,0,both_low_or_normal
2026-01-17,AAVE,22.07090574,24357781.3665,375267.4157,1,mock_uniswap_v3,defi,24733048.7822,0.015172711581358876,-0.0005771844237458801,0.012557982135625867,0.038758337789901676,0.15787861318644736,0.23948798623250345,0.11711765751629004,0.2058113050205717,,0.1448829459235842,0.0005771844237458801,0.01979732610608294,5.9158321123126,17.00836196080399,12.835396824107653,17.023650955072245,4.172965136696339,-1.9638746031970924,-0.8920981299855867,-1.9860305665670175,-0.33836515123925437,0.2056479887737032,-0.05313332978617366,-0.1862629478435821,-0.05494678926777467,0.002831455752836663,1.0717764732115058,-0.13312961805740844,-1.4279863665913395,1.7519688610383122,-0.013535547628540907,-0.23000439318217705,-0.10448044325857474,-0.1672424182203759,0.024085010718112428,0,both_low_or_normal
2026-01-18,AAVE,22.34807178,49188760.2175,319174.5365,1,mock_uniswap_v3,defi,49507934.754,0.006446937002845029,0.012557982135625867,0.04579873288737035,0.07488875713643339,0.13689043824970204,0.21936400546141432,0.12403797252099469,0.24423346645548566,,0.11711765751629004,-0.012557982135625867,0.016049943732135117,7.728249680567196,17.71117572482969,12.673496501583198,17.717643532951946,5.03767922324649,1.4956031419370466,-1.3321358589733558,1.4815651104171952,1.7818839772211672,-1.4878657237450468,0.04373159978015941,-0.24407040071689454,0.03997217606905585,-0.008312679652683726,-2.8277390009104026,-0.28780200049705396,0.08173364148184536,-1.9923465761675574,-0.008588195962032075,0.1855115814219007,-0.16523543106956876,0.010138075176165967,-0.184551847756818,0,cex_only
2026-01-19,AAVE,23.37158515,24110635.3112,294230.1587,1,mock_uniswap_v3,defi,24404865.4699,0.01205620899909864,0.04579873288737035,-0.01905081692758015,0.06574844924457324,0.10622165266355488,0.18466525579245952,0.12456790598582065,0.2657772680272569,,0.12403797252099469,-0.04579873288737035,0.01769055983102689,7.0414903301898395,16.998163641812408,12.592120991466635,17.010293115864528,4.406042650345774,-1.7747140408273314,-1.4632598756357074,-1.803124380070706,0.17097513422539262,-0.3387015967590236,-0.11124108144446547,-0.03709042400950578,-0.11033651507374802,0.006843389448121043,0.31145416519162405,0.07415065743495969,-1.6189869582315195,2.596867846669945,-0.017641366880659173,-0.2210724117894949,-0.18227521862101242,-0.20167381520525368,-0.04219134866232539,0,both_low_or_normal
2026-01-20,AAVE,22.92633736,28336055.6036,318476.5124,1,mock_uniswap_v3,defi,28654532.116,0.011114350466820933,-0.01905081692758015,0.04777709246794415,0.11397131730944743,0.12889552585734076,0.21301006538097966,0.09547653909540808,0.23259548628695034,,0.12456790598582065,0.01905081692758015,0.02044477627915013,4.66997230939506,17.159645636588866,12.671307146792149,17.170822212553087,4.488338489796717,-0.9834554597134844,-1.1357518530826058,-1.0051521427282792,0.3754190549125136,-0.5181590598767117,-0.15045443005207812,-0.10859972776233924,-0.1499501461476032,-0.002410352916534483,-0.15229639336912149,0.04185470228973888,-1.059603656398045,1.1169613607937958,-0.0126231441385014,-0.09389692364792702,-0.1084376562035236,-0.10116728992572531,-0.04947203373795877,0,both_low_or_normal
2026-01-21,AAVE,24.0216911,27469775.2774,342560.5785,1,mock_uniswap_v3,defi,27812335.855899997,0.012316857536700952,0.04777709246794415,0.0369057917824942,0.06384807062979836,0.09657556124347955,0.16874192716598535,0.14818988277266792,0.2668505320622256,,0.09547653909540808,-0.04777709246794415,0.02197171820188218,6.744574157153236,17.12859691378638,12.744206711764784,17.14099025201825,4.384390202021596,-1.0663885541082625,-0.8645976860043302,-1.082003315159513,0.09502918836227241,-0.25629890354029944,-0.19146051334982256,-0.08761382226562754,-0.1902590640729512,-0.0008467087800114043,0.20179086810393232,0.10384669108419502,-0.9654931200562964,0.9219970762635072,-0.010649126525076637,-0.15802799482341826,-0.12812462973450164,-0.14307631227895995,-0.0379809044704003,0,both_low_or_normal
2026-01-22,AAVE,24.90823063,20752092.4084,269209.968,1,mock_uniswap_v3,defi,21021302.376399998,0.01280653135470018,0.0369057917824942,0.025335063311962003,0.020036689775905003,0.04459955813408967,0.13944625981648873,0.14228398791668465,0.3014469668199712,,0.14818988277266792,-0.0369057917824942,0.02179233732068173,6.529083403167218,16.848157686704024,12.503250618864788,16.861046927979814,4.344907067839233,-2.0396872112640385,-1.5094198053282761,-2.0571574492650884,-0.013045602359143737,-0.1464214083976315,-0.278017030742976,-0.275333661172139,-0.27798529619753876,-0.0014611760683292934,0.5302674059357624,0.0026833695708370353,-1.7745535082961572,3.0787442733567394,-0.01933043206434201,-0.29021483052130864,-0.21476626934253293,-0.25249054993192077,-0.020833421903192546,0,both_low_or_normal
2026-01-23,AAVE,25.53928223,22843226.3009,272802.5548,1,mock_uniswap_v3,defi,23116028.8557,0.011801445503591839,0.025335063311962003,0.0006322613084650541,0.012328902479104675,0.03606907397412784,0.1202498861300223,0.14538013654528933,0.29026308246887356,,0.14228398791668465,-0.025335063311962003,0.02140089448831783,6.793180379663496,16.94416523315979,12.516507235658333,16.95603686797893,4.427657997501458,-1.5164274944010987,-1.3717460989015078,-1.5319230526631926,0.2148405864288082,-0.36145045073325244,-0.261486202089418,-0.3870601343163693,-0.26295688964631403,-0.006438586918980166,0.14468139549959091,-0.12557393222695135,-1.4440867966513031,2.0801534997116953,-0.016188586830950844,-0.2204584361970627,-0.19942463516376918,-0.20994153568041593,-0.052547715881956614,0,both_low_or_normal
2026-01-24,AAVE,25.55542973,25408304.4754,251031.0186,1,mock_uniswap_v3,defi,25659335.494,0.009783223679299855,0.0006322613084650541,-0.005796052407059271,0.012756973505997804,0.07048180363351686,0.16422288274312646,0.1465895491195811,0.26370720663587094,,0.14538013654528933,-0.0006322613084650541,0.021983432135401954,6.668183030597593,17.050586665760566,12.433335774121733,17.060418059218076,4.617250891638833,-1.041183657055245,-1.5068052497817845,-1.060418184206005,0.7355075265822508,-0.7922032980893788,-0.19695503691111554,-0.4097840418361711,-0.19940164112522402,-0.005389487902059021,-0.46562159272653947,-0.21282900492505558,-1.2739944534185148,1.5688610004378405,-0.014741412799758487,-0.15262664283840494,-0.2208819021765296,-0.18675427250746726,-0.11612872427796715,0,both_low_or_normal
2026-01-25,AAVE,25.40730912,21365537.4419,278802.4621,1,mock_uniswap_v3,defi,21644339.904,0.012881079457104427,-0.005796052407059271,0.017587239478589867,0.03677250021193901,0.07254310920116835,0.17902195657624986,0.12829684974698918,0.2523348222679838,,0.1465895491195811,0.005796052407059271,0.022724525014558388,5.645743955695279,16.87728982879746,12.538262375653671,16.89025458812895,4.339027453143786,-1.6028220751911169,-1.142080072382076,-1.6110829759822,-0.07097393587373756,-0.08088018628287533,-0.4144624212750106,-0.3732085716856238,-0.413986866000129,0.006434142454259399,0.46074200280904076,0.04125384958938677,-1.3724510737865965,1.83055115164986,-0.014711224158729098,-0.20563702295195213,-0.14652527544543376,-0.17608114919869294,-0.010376673107042551,0,both_low_or_normal
2026-01-26,AAVE,25.85415355,22218704.066,238387.1796,1,mock_uniswap_v3,defi,22457091.2456,0.010615229594647838,0.017587239478589867,0.0010553863210887027,0.00638091514699779,0.07091128883621867,0.16270536112755463,0.10095029230077286,0.22551819828659364,,0.12829684974698918,-0.017587239478589867,0.02137559757576625,4.7226886613556625,16.91644506261975,12.381655630729329,16.92711703520687,4.534789431890424,-1.3684128658201125,-1.4935190878038092,-1.3827127374740416,0.4975530824387742,-0.5952506157381642,-0.3229866182490454,-0.4133404889666952,-0.3240801791454188,-0.0014409794044508012,-0.1251062219836967,-0.09035387071764978,-1.4309659768119607,2.0437507350986506,-0.015854048021026437,-0.13814167879267863,-0.1507711884705782,-0.14445643363162838,-0.060090723650982704,0,both_low_or_normal
2026-01-27,AAVE,25.88143967,20966820.6214,284298.7792,1,mock_uniswap_v3,defi,21251119.400599997,0.013378061354827886,0.0010553863210887027,0.017779526018152136,0.02237204836294948,0.0745104729330539,0.23061151141906322,0.12123974400117128,0.21671628309657948,,0.10095029230077286,-0.0010553863210887027,0.0217121627844889,5.583955186987846,16.85845182350307,12.5577845209944,16.871920176678916,4.300667302508671,-1.4881504363503733,-0.9592555472063806,-1.491958611890689,-0.20358710052892995,0.05860668060393263,-0.31895956006315507,-0.35348539621109676,-0.3193770418379158,0.002263710888006953,0.5288948891439926,-0.03452583614794169,-1.223702991778377,1.4275165611466913,-0.012832979565485958,-0.1804229779383506,-0.11629989697500506,-0.14836143745667785,0.0071054589531792025,0,both_low_or_normal
2026-01-28,AAVE,26.3415994,18413328.8283,211753.3237,1,mock_uniswap_v3,defi,18625082.152,0.011369255822437353,0.017779526018152136,-0.012241955589074927,0.03853308580799397,0.06581066410113268,0.202260607987228,0.09219219780429401,0.240382080576962,,0.12123974400117128,-0.017779526018152136,0.020782486134771006,4.436052414828657,16.728585407484232,12.263182031196038,16.740019786756843,4.465403376288194,-1.8060746227266804,-1.6657424453295953,-1.8163549419204879,0.29616875185956104,-0.41816349952257525,-0.35555587253191206,-0.3916877420596929,-0.3559879570948583,-0.000947601714263599,0.14033217739708514,-0.03613186952778086,-1.735908534028138,3.008455158508467,-0.018938251995244536,-0.1665059888677338,-0.15356845701083444,-0.16003722293928413,-0.038551412062521065,0,both_low_or_normal
2026-01-29,AAVE,26.01912671,11891950.758,286230.1033,1,mock_uniswap_v3,defi,12178180.861299999,0.023503518839138465,-0.012241955589074927,0.016961898257345398,0.04732317205430148,0.09079718725117814,0.23209636807983403,0.04363361401986622,0.18591760193655094,,0.09219219780429401,0.012241955589074927,0.02081071730598467,2.09668957481433,16.29137240641514,12.564554816999033,16.315156536632518,3.726817589416106,-2.7745919722048646,-0.8193022363274569,-2.7569835834376857,-1.84692167581683,2.2661888298973856,-0.3338248074617539,-0.2725880084111266,-0.33307725296983326,0.010696987484438284,1.9552897358774077,0.06123679905062729,-1.7969471042661609,2.2732294077236546,-0.019256485546470657,-0.12106547517780646,-0.03574911754552547,-0.07840729636166596,0.09888200869987479,0,both_low_or_normal
2026-01-30,AAVE,26.46046049,19941222.9427,235806.889,1,mock_uniswap_v3,defi,20177029.831699997,0.011686897970955337,0.016961898257345398,0.03386796765455702,0.04637275343200198,0.0812501929364573,0.18956149844389958,0.03543381533489824,0.18081395188018762,,0.04363361401986622,-0.016961898257345398,0.020691450182853576,1.712485834572448,16.80829970189305,12.370772722844672,16.8200554278573,4.437526979048378,-1.166880629431228,-1.2888867530732728,-1.177171251926828,0.2604414661810106,-0.3853270311303421,-0.34038792214316466,-0.20453550782418722,-0.33878858178880916,-0.00011454753263650218,-0.12200612364204488,0.13585241431897743,-1.2278836912522504,1.5039769856917122,-0.015063087979283244,-0.04134703274113596,-0.045670175195994936,-0.04350860396856545,-0.013653606864617128,0,both_low_or_normal
2026-01-31,AAVE,27.35662251,18449907.7802,314186.4796,1,mock_uniswap_v3,defi,18764094.259800002,0.016744025863966682,0.03386796765455702,-0.003881626467638122,0.016568400204897804,0.08756905422532735,0.16873300343683395,0.06810883089614235,0.21469838001572353,0.4157829600734028,0.03543381533489824,-0.03386796765455702,0.02097387568123558,3.247317373825972,16.730569984275988,12.657745155505548,16.74745577514964,4.072824828770439,-1.3035036416263903,-0.46750266693547626,-1.2998773702289792,-0.8066640797360194,0.7347913719451931,-0.3966085307666953,-0.11143652601667964,-0.3932060752480207,0.006960802184666827,0.8360009746909141,0.28517200475001564,-0.8855031542809333,0.6093914288204427,-0.007827876746641016,-0.08878010910003756,-0.03184106008580391,-0.060310584592920734,0.05004578129575959,0,both_low_or_normal
2026-02-01,AAVE,27.25043432,16734849.1118,216946.43,1,mock_uniswap_v3,defi,16951795.5418,0.01279784371307748,-0.003881626467638122,0.016039031703770634,0.03026459029295947,0.09927698612915181,0.18283028121659672,0.07003256607159966,0.19832941581858884,0.4163722605042236,0.06810883089614235,0.003881626467638122,0.02161112460039552,3.240579440753303,16.633003936017392,12.287410345108855,16.645884376840787,4.3455935909085355,-1.4693089047500323,-1.4020809465137631,-1.4775625925380351,-0.0352656469111305,-0.11168999907762822,-0.2806398675723551,-0.1257336622809594,-0.2786707421978585,-8.32357440269469e-05,0.06722795823626915,0.1549062052913957,-1.4356949256318976,2.060090019893026,-0.017943612826566886,-0.10289947295149637,-0.09819132652445611,-0.10054539973797623,-0.007821937239940903,0,both_low_or_normal
2026-02-02,AAVE,27.6875049,20719558.0786,451784.7946,1,mock_uniswap_v3,defi,21171342.8732,0.021339449146227624,0.016039031703770634,0.004419794432253044,0.02506854021360372,0.08571585083493738,0.1576973073510859,0.06850995781671652,0.1694602501174895,0.43253227095450136,0.07003256607159966,-0.016039031703770634,0.01967012850809286,3.4829440889788565,16.846588695138788,13.020963440733334,16.868159121171853,3.8256252544054523,-0.8023055295328653,0.6562418460959053,-0.7834070034747282,-1.5043323711512795,1.7152950126464799,-0.2811917217567978,0.01497230950995852,-0.27721128403474277,0.010724219551579785,1.4585473756287706,0.29616403126675633,-0.07303184171847998,-0.5265064618336004,0.014003839502390106,-0.05496591798441501,0.04495910119359465,-0.005003408395410182,0.11751478895963458,0,both_low_or_normal
2026-02-03,AAVE,27.80987798,18981839.4545,1653617.6886,1,mock_uniswap_v3,defi,20635457.1431,0.0801347737117096,0.004419794432253044,0.009539041134620563,0.028784737228106483,0.14527642346742864,0.13434670884521438,0.07186518384962816,0.19310492785079933,0.46288470354911054,0.06850995781671652,-0.004419794432253044,0.01768783379875819,4.062972587105245,16.758993314542952,14.318476589051675,16.842521423156423,2.4405167254912765,-0.9909581297852822,3.308731285303632,-0.801778717621392,-3.785677792997978,4.966392721585322,-0.2521818523820876,0.5538212305832395,-0.23756218718004385,0.06675671235688171,4.299689415088914,0.8060030829653271,1.158886577759175,-3.2788141664465402,0.26514443282066064,-0.07121538818430298,0.237782582127362,0.08328359697152951,0.35691072600618434,0,dex_only
2026-02-04,AAVE,28.07515755,20683603.2223,495729.8617,1,mock_uniswap_v3,defi,21179333.084,0.023406301781735556,0.009539041134620563,0.010914726995004953,0.05973460761576388,0.1280245624124734,0.16367588398448718,0.06373569655495091,0.15592789435924503,0.44914140572722916,0.07186518384962816,-0.009539041134620563,0.014791248231875175,4.309014057217993,16.84485187782959,13.113788440896569,16.868536456850062,3.731063436933022,-0.6881268038423738,0.7285585636732016,-0.6742846638881816,-1.1230968320846448,0.5857730450529598,-0.17631531354261257,0.7046327630394918,-0.1598518138007905,0.012037045959298203,1.4166853675155755,0.8809480765821044,0.020215879915413904,-0.5013406758324308,0.017052861607002756,-0.04385824116102577,0.04643518753678606,0.0012884731878801473,0.037334653049565035,0,both_low_or_normal
2026-02-05,AAVE,28.38159023,25107717.5534,397487.2494,1,mock_uniswap_v3,defi,25505204.8028,0.015584554308552866,0.010914726995004953,0.008061133225655714,0.05546500626790274,0.12953753684012637,0.1674862578692089,0.08690879337502398,0.13054240739489037,0.44604983716820856,0.06373569655495091,-0.010914726995004953,0.012831467172066497,6.773098680735462,17.03868586891751,12.892920651381718,17.05439313842247,4.145765217535791,-0.0665829015154911,0.23438050278432102,-0.06885486093840693,-0.24681094482188418,-0.02698238696502955,-0.017546740216066416,0.7252454079432069,-0.0037807939797033134,-0.007918964530585599,0.3009634042998121,0.7427921481592733,0.08389880063441496,-0.015605733934039733,0.003652715674508177,-0.005786639630119387,0.020369726687616788,0.007291543528748701,-0.002345006693508694,0,both_low_or_normal
2026-02-06,AAVE,28.61037801,68284056.5738,450871.2759,1,mock_uniswap_v3,defi,68734927.8497,0.006559565711422622,0.008061133225655714,0.039909925678049296,0.05069436445380249,0.10017228779704612,0.1810487344204088,0.07811795770227811,0.11355177303717628,0.4416628335463216,0.08690879337502398,-0.008061133225655714,0.011988677265904206,6.515978032409427,18.039186879634553,13.018939376379992,18.045768053747818,5.020247503254562,2.549291250327606,0.5715716095601406,2.557150049237794,1.4550664762639811,-0.6855460972470243,0.298431622455175,0.801286632862182,0.30661845398952614,-0.005127332259532715,-1.9777196407674653,0.5028550104070071,1.5604314299438733,1.457102503187333,0.003749261531693337,0.1991454260638796,0.04465000681944209,0.12189771644166085,-0.053553461027704884,0,cex_only
2026-02-07,AAVE,29.75221607,23790510.8448,263799.1183,1,mock_uniswap_v3,defi,24054309.963099997,0.010966812962195772,0.039909925678049296,0.006841817749678736,0.07050841238395189,0.07462877772788379,0.16251872360108188,0.08394498010301271,0.15205381099915502,0.4791522895438181,0.07811795770227811,-0.039909925678049296,0.014426860421607806,5.818658921610155,16.984797397171697,12.482946967711042,16.995824788477627,4.501850429460652,-0.25112170049539373,-0.7321937252894244,-0.26720269384168027,0.42544042506807317,-0.3530317810088371,0.37720624935863867,0.753803056312262,0.38344735732136936,-0.00577721290177091,-0.48107202479403066,0.3765968069536233,-0.49165771289240906,0.18386973338673743,-0.00802983163734247,-0.021080406151520546,-0.06146398770097149,-0.041272196926246014,-0.02963524583251797,0,both_low_or_normal
2026-02-08,AAVE,29.95577531,23328372.1263,530749.6929,1,mock_uniswap_v3,defi,23859121.819199998,0.022245147869310648,0.006841817749678736,0.0035047542223003436,0.05720739931668284,0.07600749960358799,0.15614949476665707,0.0946526783604819,0.16468524443208135,0.44976747370955256,0.08394498010301271,-0.006841817749678736,0.013669535812327518,6.92435205262214,16.9651809084457,13.18204768507572,16.98767721030359,3.78313322336998,-0.27355634764641573,0.9435137074744182,-0.25916581193723004,-0.9929865115092329,0.49177429198809636,0.44594834076692513,0.8646364948056224,0.4530508586258377,0.009447304156233167,1.217070055120834,0.4186881540386973,0.3349786799140012,-0.25810416377103057,0.020988601939489943,-0.025892840987244356,0.08930609948228191,0.031706629247518776,0.046547753885502995,0,both_low_or_normal
